,ATB DATE,ATUB DATE,ATA DATE,ATD DATE,Month,HY,"Financial
Year",Port Name,BU_CD,Terminal,VCN,Berth No,CARGO GROUP,Commodity Type,Commodity,"TAT (ATB  -ATUB)
HOUR","TAT
(ATA - ATD)
HOUR",Base Status,Total Weight,QTY IN LAKH MT,Qty in MMT,TEUs ('000),Port Delay (Hrs),Vessel Delay (Hrs),Productivity,Coast,DEAD WT,VSL GROUP,"LOAD
PORT",DISCHARGE PORT,LAST PORT OF CALL,NEXT PORT OF CALL,Vessel Name
291,2019-10-02 16:44:00,2019-10-04 00:06:00,2019-10-02 06:45:00,2019-10-04 00:33:00,Oct 2019,H2,2019-20,MUNDRA,LQD,T1,192498,B03,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,0.0,0.0,IMPORT,777.001,0.01,0.001,0.0,0.0,0.0,594.52,WEST,11810.0,HANDYSIZE,ALGECIRAS,MUNDRA PORT,PORT QASIM,SINGAPORE,MT CHEM SINGAPORE
321,2020-01-02 08:42:00,2020-01-02 20:42:00,2020-01-02 08:06:00,2020-01-02 21:09:00,Jan 2020,H2,2019-20,MUNDRA,LQD,T1,200115,B03,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,12.0,13.05,IMPORT,1047.39,0.01,0.001,0.0,0.0,0.0,2094.78,WEST,15619.0,HANDYSIZE,ALGECIRAS,MUNDRA PORT,PIPAVAV,KANDLA,MT CHEM HOUSTON
335,2020-03-06 13:12:00,2020-03-07 09:00:00,2020-03-06 12:36:00,2020-03-07 09:27:00,Mar 2020,H2,2019-20,MUNDRA,LQD,T1,200710,B03,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,19.8,20.85,IMPORT,970.307,0.01,0.001,0.0,0.0,0.0,1176.13,WEST,,HANDYSIZE,MESAIEED,MUNDRA PORT,KARACHI,HAZIRA,MT BHAIRAVI
336,2020-03-06 13:12:00,2020-03-07 09:00:00,2020-03-06 12:36:00,2020-03-07 09:27:00,Mar 2020,H2,2019-20,MUNDRA,LQD,T1,200710,B03,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,0.0,0.0,IMPORT,970.308,0.01,0.001,0.0,0.0,0.0,1176.13,WEST,,HANDYSIZE,MESAIEED,MUNDRA PORT,KARACHI,HAZIRA,MT BHAIRAVI
360,2019-08-20 18:30:00,2019-08-21 04:42:00,2019-08-20 17:45:00,2019-08-21 05:10:00,Aug 2019,H1,2019-20,MUNDRA,LQD,T1,192144,B04,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,10.2,11.42,IMPORT,1010.52,0.01,0.001,0.0,0.0,0.0,2377.69,WEST,18433.2,HANDYSIZE,AL JUBAIL,MUNDRA PORT,AL JUBAIL,HAZIRA,MT SEA  ELEGANT
365,2019-08-04 08:03:00,2019-08-04 23:52:00,2019-08-04 06:00:00,2019-08-05 00:23:00,Aug 2019,H1,2019-20,MUNDRA,LQD,T1,192014,B04,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,0.0,0.0,IMPORT,2050.192,0.02,0.002,0.0,0.0,0.0,3110.93,WEST,16558.0,HANDYSIZE,,MUNDRA PORT,JN PORT,KANDLA PORT,MT NAVIG8 SAIPH
443,2020-02-07 13:24:00,2020-02-08 09:12:00,2020-02-07 10:18:00,2020-02-08 09:45:00,Feb 2020,H2,2019-20,MUNDRA,LQD,T1,200440,B04,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,19.8,23.45,IMPORT,1003.059,0.01,0.001,0.0,2.4,0.0,1215.83,WEST,12874.81,HANDYSIZE,MESAIEED,MUNDRA PORT,KARACHI,HAZIRA,MT BHAIRAVI
444,2020-02-07 13:24:00,2020-02-08 09:12:00,2020-02-07 10:18:00,2020-02-08 09:45:00,Feb 2020,H2,2019-20,MUNDRA,LQD,T1,200440,B04,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,0.0,0.0,IMPORT,1003.059,0.01,0.001,0.0,0.0,0.0,1215.83,WEST,12874.81,HANDYSIZE,MESAIEED,MUNDRA PORT,KARACHI,HAZIRA,MT BHAIRAVI
499,2019-09-16 12:55:00,2019-09-18 09:28:00,2019-09-16 12:18:00,2019-09-18 09:54:00,Sep 2019,H1,2019-20,MUNDRA,LQD,T1,192366,B04,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,44.55,45.6,IMPORT,1496.207,0.01,0.001,0.0,0.0,0.0,806.04,WEST,9041.0,HANDYSIZE,MESAIEED,MUNDRA PORT,MESAIEED,MESAIEED,MT CAMILLA SPIRIT
500,2019-09-16 12:55:00,2019-09-18 09:28:00,2019-09-16 12:18:00,2019-09-18 09:54:00,Sep 2019,H1,2019-20,MUNDRA,LQD,T1,192366,B04,LIQUID,CHEMICAL,LINEAR ALKYL BENZENE,0.0,0.0,IMPORT,2002.375,0.02,0.002,0.0,0.0,0.0,1078.72,WEST,9041.0,HANDYSIZE,MESAIEED,MUNDRA PORT,MESAIEED,MESAIEED,MT CAMILLA SPIRIT
