,ATB DATE,ATUB DATE,ATA DATE,ATD DATE,Month,HY,"Financial
Year",Port Name,BU_CD,Terminal,VCN,Berth No,CARGO GROUP,Commodity Type,Commodity,"TAT (ATB  -ATUB)
HOUR","TAT
(ATA - ATD)
HOUR",Base Status,Total Weight,QTY IN LAKH MT,Qty in MMT,TEUs ('000),Port Delay (Hrs),Vessel Delay (Hrs),Productivity,Coast,DEAD WT,VSL GROUP,"LOAD
PORT",DISCHARGE PORT,LAST PORT OF CALL,NEXT PORT OF CALL,Vessel Name
88,2020-02-23 00:36:00,2020-02-24 17:48:00,2020-02-22 23:30:00,2020-02-24 18:15:00,Feb 2020,H2,2019-20,MUNDRA,LPG,T1,200604,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,0.0,0.0,IMPORT,10248.31,0.1,0.01,0.0,0.0,0.0,5969.89,WEST,21845.0,MEDIUM GAS CARRIER,PARAS TANURA,MUNDRA PORT LIMITED,RASTANURA,KANDLA,LPG/C BRUSSELS
91,2020-02-28 07:42:00,2020-02-29 11:42:00,2020-02-27 01:54:00,2020-02-29 12:15:00,Feb 2020,H2,2019-20,MUNDRA,LPG,T1,200643,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,28.0,58.35,IMPORT,6000.0,0.06,0.006,0.0,0.0,29.1,5142.86,WEST,49753.0,MEDIUM GAS CARRIER,RUWAIS,MUNDRA PORT,KHOR AL FAKKAN,HALDIA,LPG/C GAS COMMERCE
92,2020-02-28 07:42:00,2020-02-29 11:42:00,2020-02-27 01:54:00,2020-02-29 12:15:00,Feb 2020,H2,2019-20,MUNDRA,LPG,T1,200643,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,0.0,0.0,IMPORT,2850.0,0.03,0.003,0.0,0.0,0.0,2442.86,WEST,49753.0,MEDIUM GAS CARRIER,RUWAIS,MUNDRA PORT,KHOR AL FAKKAN,HALDIA,LPG/C GAS COMMERCE
93,2020-02-28 07:42:00,2020-02-29 11:42:00,2020-02-27 01:54:00,2020-02-29 12:15:00,Feb 2020,H2,2019-20,MUNDRA,LPG,T1,200643,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,0.0,0.0,IMPORT,2000.0,0.02,0.002,0.0,0.0,0.0,1714.29,WEST,49753.0,MEDIUM GAS CARRIER,RUWAIS,MUNDRA PORT,KHOR AL FAKKAN,HALDIA,LPG/C GAS COMMERCE
97,2020-03-04 19:36:00,2020-03-06 03:12:00,2020-03-01 03:48:00,2020-03-06 03:45:00,Mar 2020,H2,2019-20,MUNDRA,LPG,T1,200676,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,31.6,119.95,IMPORT,8800.0,0.09,0.009,0.0,0.0,87.2,6683.54,WEST,51474.0,MEDIUM GAS CARRIER,RUWAIS,MUNDRA PORT,RUWAIS,NEW MANGALORE,LPG/C AYAME
98,2020-03-04 19:36:00,2020-03-06 03:12:00,2020-03-01 03:48:00,2020-03-06 03:45:00,Mar 2020,H2,2019-20,MUNDRA,LPG,T1,200676,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,0.0,0.0,IMPORT,2600.0,0.03,0.003,0.0,0.0,0.0,1974.68,WEST,51474.0,MEDIUM GAS CARRIER,RUWAIS,MUNDRA PORT,RUWAIS,NEW MANGALORE,LPG/C AYAME
101,2020-03-13 07:18:00,2020-03-14 11:18:00,2020-03-06 18:00:00,2020-03-14 11:45:00,Mar 2020,H2,2019-20,MUNDRA,LPG,T1,200679,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,28.0,185.75,IMPORT,1650.0,0.02,0.002,0.0,0.0,156.7,1414.29,WEST,,MEDIUM GAS CARRIER,RASLAFFAN,MUNDRA PORT,ENNORE PORT,KANDLA,LPG/C GAS COURAGE
102,2020-03-13 07:18:00,2020-03-14 11:18:00,2020-03-06 18:00:00,2020-03-14 11:45:00,Mar 2020,H2,2019-20,MUNDRA,LPG,T1,200679,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,0.0,0.0,IMPORT,8238.191,0.08,0.008,0.0,0.0,0.0,7061.31,WEST,,MEDIUM GAS CARRIER,RASLAFFAN,MUNDRA PORT,ENNORE PORT,KANDLA,LPG/C GAS COURAGE
106,2020-03-31 17:36:00,2020-04-02 03:00:00,2020-03-31 16:30:00,2020-04-02 03:33:00,Mar 2020,H1,2020-21,MUNDRA,LPG,T1,200822,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,33.4,35.05,IMPORT,492.0,0.0,0.0,0.0,0.0,0.0,353.53,WEST,48325.0,LARGE GAS CARRIER,PARAS TANURA,MUNDRA PORT LIMITED,RASTANURA,KANDLA,LPG/C BW ENERGY
108,2020-03-21 10:30:00,2020-03-22 15:24:00,2020-03-21 09:30:00,2020-03-22 15:51:00,Mar 2020,H2,2019-20,MUNDRA,LPG,T1,200865,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,28.9,30.35,IMPORT,9000.0,0.09,0.009,0.0,0.0,0.0,7474.05,WEST,51960.0,LARGE GAS CARRIER,RASLAFFAN,MUNDRA PORT,RASLAFFAN,HALDIA,LPG/C NANDA DEVI
109,2020-03-21 10:30:00,2020-03-22 15:24:00,2020-03-21 09:30:00,2020-03-22 15:51:00,Mar 2020,H2,2019-20,MUNDRA,LPG,T1,200865,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,0.0,0.0,IMPORT,2500.0,0.03,0.003,0.0,0.0,0.0,2076.12,WEST,51960.0,LARGE GAS CARRIER,RASLAFFAN,MUNDRA PORT,RASLAFFAN,HALDIA,LPG/C NANDA DEVI
114,2020-03-28 20:12:00,2020-03-29 11:28:00,2020-03-28 19:30:00,2020-03-29 11:55:00,Mar 2020,H2,2019-20,MUNDRA,LPG,T1,200920,B01,LIQUID,LIQUEFIED PETROLEUM GAS,LPG BUTANE,15.27,16.42,IMPORT,3599.5,0.04,0.004,0.0,0.0,0.0,5658.6,WEST,23962.0,MEDIUM GAS CARRIER,RASTANURA,MUNDRA PORT,RASTANURA,NEW MANGALORE,LPG/C JAG VAYU
