,ATB DATE,ATUB DATE,ATA DATE,ATD DATE,Month,HY,"Financial
Year",Port Name,BU_CD,Terminal,VCN,Berth No,CARGO GROUP,Commodity Type,Commodity,"TAT (ATB  -ATUB)
HOUR","TAT
(ATA - ATD)
HOUR",Base Status,Total Weight,QTY IN LAKH MT,Qty in MMT,TEUs ('000),Port Delay (Hrs),Vessel Delay (Hrs),Productivity,Coast,DEAD WT,VSL GROUP,"LOAD
PORT",DISCHARGE PORT,LAST PORT OF CALL,NEXT PORT OF CALL,Vessel Name
235,2019-05-29 00:36:00,2019-05-29 22:36:00,2019-05-29 00:06:00,2019-05-29 22:57:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191468,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,22.0,22.85,EXPORT,247.133,0.0,0.0,0.0,0.0,0.0,269.6,WEST,45553.0,HANDY MAX,SIKA,MUNDRA PORT,SIKA,MUMBAI PORT,MT JAG PRABHA
237,2019-05-27 19:16:00,2019-05-28 02:00:00,2019-05-27 19:00:00,2019-05-28 02:15:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191447,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,6.73,7.25,EXPORT,1533.519,0.02,0.002,0.0,0.0,0.0,5466.01,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,KANDLA,VADINAR,MT AEL II
242,2019-05-14 08:07:00,2019-05-15 03:20:00,2019-05-14 07:28:00,2019-05-15 03:45:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191306,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,19.22,20.28,EXPORT,479.74,0.0,0.0,0.0,0.0,0.0,599.15,WEST,,HANDYSIZE,MUNDRA PORT,KARACHI,KANDLA,BY ORDER,MT STOLT CALLUNA
247,2019-06-09 14:06:00,2019-06-11 04:54:00,2019-06-09 13:30:00,2019-06-11 05:21:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T1,191542,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,38.8,39.85,EXPORT,784.37,0.01,0.001,0.0,0.0,0.0,485.18,WEST,72000.0,PANAMAX VESSEL,PAULSBORO,MUNDRA PORT,PORT SAID,COCHIN,MT AUGUSTA
250,2019-06-23 09:00:00,2019-06-23 21:20:00,2019-06-23 09:00:00,2019-06-23 21:35:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T1,191676,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,12.33,12.58,EXPORT,1538.554,0.02,0.002,0.0,0.0,0.0,2993.94,WEST,,HANDYSIZE,MUNDRA PORT,MUNDRA PORT,SIKA,KANDLA,MT AEL II
267,2019-08-07 10:04:00,2019-08-07 18:00:00,2019-08-07 10:04:00,2019-08-07 18:15:00,Aug 2019,H1,2019-20,MUNDRA,BNKR,T1,192049,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,7.93,8.18,EXPORT,1499.936,0.01,0.001,0.0,0.0,0.0,4537.62,WEST,,HANDYSIZE,MUNDRA PORT,TUNA,SIKA,TUNA,MT AEL II
269,2019-08-18 01:42:00,2019-08-18 15:50:00,2019-08-17 19:55:00,2019-08-18 16:05:00,Aug 2019,H1,2019-20,MUNDRA,BNKR,T1,192115,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,14.13,20.17,EXPORT,948.994,0.01,0.001,0.0,0.0,5.42,1611.5,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,KANDLA,SIKA,MT AEL II
283,2019-09-05 17:00:00,2019-09-06 02:08:00,2019-09-05 16:42:00,2019-09-06 02:33:00,Sep 2019,H1,2019-20,MUNDRA,BNKR,T1,192271,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,9.13,9.85,EXPORT,199.601,0.0,0.0,0.0,0.0,0.0,524.5,WEST,,HANDYSIZE,MUNDRA PORT,KANDLA,SIKA,KANDLA,MT AEL II
310,2019-10-28 21:36:00,2019-10-30 14:12:00,2019-10-27 16:06:00,2019-10-30 14:37:00,Oct 2019,H2,2019-20,MUNDRA,BNKR,T1,192738,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,40.6,70.52,EXPORT,291.664,0.0,0.0,0.0,0.0,28.9,172.41,WEST,43060.0,PANAMAX VESSEL,SIKA,MUNDRA PORT,SIKA,SIKA,MT JAG PUSHPA
343,2020-03-31 06:12:00,2020-04-01 23:14:00,2020-03-31 05:48:00,2020-04-01 23:47:00,Mar 2020,H1,2020-21,MUNDRA,LQD,T1,200929,B03,LIQUID,PETROLEUM BLACK OIL,F. O.,41.03,41.98,IMPORT,1622.641,0.02,0.002,0.0,0.0,0.0,949.07,WEST,7119.0,HANDYSIZE,FUJAIRAH,MUNDRA PORT,FUJAIRAH,SHARJAH,MT JUMAIRA
361,2019-08-16 00:45:00,2019-08-16 07:45:00,2019-08-16 00:45:00,2019-08-16 08:00:00,Aug 2019,H1,2019-20,MUNDRA,BNKR,T1,192112,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,7.0,7.25,EXPORT,1629.083,0.02,0.002,0.0,0.0,0.0,5585.43,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,SIKA,SIKA,MT AEL II
363,2019-08-13 18:20:00,2019-08-14 21:40:00,2019-08-11 21:36:00,2019-08-14 22:09:00,Aug 2019,H1,2019-20,MUNDRA,LQD,T1,192032,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,0.0,0.0,EXPORT,4310.285,0.04,0.004,0.0,0.0,0.0,3784.64,WEST,,HANDYSIZE,MUNDRA PORT,COLOMBO,COLOMBO,COLOMBO,MT OCEAN LANKA
381,2019-07-04 12:48:00,2019-07-05 01:50:00,2019-07-04 12:00:00,2019-07-05 02:21:00,Jul 2019,H1,2019-20,MUNDRA,BNKR,T1,191727,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,13.03,14.35,EXPORT,99.94,0.0,0.0,0.0,0.0,0.0,184.03,WEST,16242.0,HANDYSIZE,MUNDRA PORT,ANTWERP,SIKA,HAZIRA,MT TIVOLI PARK
383,2019-06-28 22:55:00,2019-06-29 08:15:00,2019-06-28 21:45:00,2019-06-29 11:15:00,Jul 2019,H1,2019-20,MUNDRA,BNKR,T1,191722,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,9.33,13.5,EXPORT,1228.81,0.01,0.001,0.0,0.0,1.17,3159.8,WEST,,HANDYSIZE,MUNDRA PORT,VADINAR,SIKA,VADINAR,MT AEL II
384,2019-06-28 22:55:00,2019-06-29 08:15:00,2019-06-28 21:45:00,2019-06-29 11:15:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T1,191722,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,0.0,0.0,EXPORT,484.495,0.0,0.0,0.0,0.0,0.0,1245.84,WEST,,HANDYSIZE,MUNDRA PORT,VADINAR,SIKA,VADINAR,MT AEL II
385,2019-07-03 10:21:00,2019-07-07 03:15:00,2019-07-03 10:21:00,2019-07-07 03:30:00,Jul 2019,H1,2019-20,MUNDRA,BNKR,T1,191738,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,88.9,89.15,EXPORT,2218.806,0.02,0.002,0.0,0.0,0.0,599.0,WEST,,HANDYSIZE,,,SIKA,SIKA,MT AEL II
398,2019-05-09 17:54:00,2019-05-11 10:42:00,2019-05-09 17:12:00,2019-05-11 11:15:00,May 2019,H1,2019-20,MUNDRA,LQD,T1,191269,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,40.8,42.05,IMPORT,30474.588,0.3,0.03,0.0,0.0,0.0,17926.23,WEST,32500.0,HANDYSIZE,FUJAIRAH,MUNDRA PORT,FUJAIRAH,FUJAIRAH,MT FAVOLA
399,2019-05-26 08:07:00,2019-05-27 04:32:00,2019-05-26 07:50:00,2019-05-27 04:50:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191438,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,20.42,21.0,EXPORT,299.263,0.0,0.0,0.0,0.0,0.0,351.79,WEST,,HANDYSIZE,MUNDRA PORT,VADINAR,SIKA,VADINAR,MT AEL II
416,2019-04-25 01:12:00,2019-04-26 13:40:00,2019-04-18 20:18:00,2019-04-26 14:07:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,T1,191095,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,36.47,185.82,EXPORT,199.333,0.0,0.0,0.0,8.58,139.2,131.19,WEST,3662.0,HANDYSIZE,MUNDRA PORT,TANJUNG UBAN,KARWAR,TANJUNG PELEPAS,MT JAL PARI
478,2019-11-01 05:56:00,2019-11-08 04:40:00,2019-11-01 03:00:00,2019-11-14 19:45:00,Nov 2019,H2,2019-20,MUNDRA,LQD,T1,192756,B04,LIQUID,PETROLEUM BLACK OIL,F. O.,166.73,328.75,IMPORT,7090.167,0.07,0.007,0.0,0.0,2.08,1020.58,WEST,8121.94,HANDYSIZE,HAMRIYA,MUNDRA PORT,HAMRIYA,KHOR AL FAKKAN,MT ALHEERA
742,2019-08-12 13:05:00,2019-08-14 07:10:00,2019-08-12 12:30:00,2019-08-14 07:35:00,Aug 2019,H1,2019-20,MUNDRA,BNKR,T2,192070,B06,LIQUID,PETROLEUM BLACK OIL,F. O.,42.08,43.08,EXPORT,99.93,0.0,0.0,0.0,0.0,0.0,56.99,WEST,7915.0,HANDYSIZE,ANTWERP,MUNDRA PORT,KANDLA,MUMBAI PORT,MV HC LARA
760,2019-07-15 12:42:00,2019-07-19 01:24:00,2019-07-15 12:06:00,2019-07-19 02:00:00,Jul 2019,H1,2019-20,MUNDRA,BNKR,T2,191867,B06,LIQUID,PETROLEUM BLACK OIL,F. O.,84.7,85.9,EXPORT,199.99,0.0,0.0,0.0,0.0,0.0,56.67,WEST,14259.0,HANDYSIZE,MUNDRA PORT,VANCOURVER,DAHEJ,SINGAPORE,MV INTERLINK TENACITY
793,2019-04-08 21:44:00,2019-04-09 08:45:00,2019-04-08 18:18:00,2019-04-09 09:00:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,T2,190982,B06,LIQUID,PETROLEUM BLACK OIL,F. O.,11.02,14.7,EXPORT,549.304,0.01,0.001,0.0,3.43,0.0,1196.67,WEST,,HANDYSIZE,MUNDRA PORT,MUNDRA PORT,VADINAR,BY ORDER,MT AEL II
867,2019-06-03 13:03:00,2019-06-04 08:28:00,2019-06-03 12:30:00,2019-06-04 08:43:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T2,191511,B07,LIQUID,PETROLEUM BLACK OIL,F. O.,19.42,20.22,EXPORT,1549.369,0.02,0.002,0.0,0.0,0.55,1915.1,WEST,,HANDYSIZE,MUNDRA PORT,,VADINAR,SIKA,MT AEL II
868,2019-06-05 01:40:00,2019-06-05 08:36:00,2019-06-05 01:40:00,2019-06-05 08:51:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T2,191523,B07,LIQUID,PETROLEUM BLACK OIL,F. O.,6.93,7.18,EXPORT,649.65,0.01,0.001,0.0,0.0,0.0,2248.79,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,SIKA,KANDLA,MT AEL II
894,2019-09-05 11:42:00,2019-09-13 06:18:00,2019-09-01 23:48:00,2019-09-13 06:50:00,Sep 2019,H1,2019-20,MUNDRA,BNKR,T2,192076,B07,LIQUID,PETROLEUM BLACK OIL,F. O.,186.6,271.03,EXPORT,96.84,0.0,0.0,0.0,57.37,25.7,12.46,WEST,41693.0,PANAMAX VESSEL,VANCOURVER,MUNDRA PORT,PORT OF CHITTAGONG,RUWAIS,MV MEDI ASTORIA
998,2019-05-29 03:36:00,2019-06-11 20:10:00,2019-05-18 17:30:00,2019-06-15 04:50:00,May 2019,H1,2019-20,MUNDRA,BNKR,T2,191387,B08,LIQUID,PETROLEUM BLACK OIL,F. O.,328.57,659.33,EXPORT,89.97,0.0,0.0,0.0,0.0,249.5,6.57,WEST,,OTHER VESSEL,HAZIRA,MUNDRA PORT,HAZIRA,VISHAKHAPATNAM,DREDGER SHANTI SAGAR 17
1064,2019-04-25 07:54:00,2019-05-03 20:38:00,2019-04-17 01:15:00,2019-05-03 20:53:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,T2,191139,B08,LIQUID,PETROLEUM BLACK OIL,F. O.,204.73,403.63,EXPORT,249.164,0.0,0.0,0.0,,,29.21,WEST,,OTHER VESSEL,,,TUNA,ANGRE PORT,DREDGER SHANTI SAGAR 17
1083,2019-04-10 09:59:00,2019-04-23 23:20:00,2019-04-09 22:45:00,2019-04-24 05:40:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,T2,190998,B08,LIQUID,PETROLEUM BLACK OIL,F. O.,325.35,342.92,EXPORT,698.801,0.01,0.001,0.0,0.0,11.23,51.55,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,SIKA,SIKA,MT AEL II
1107,2019-05-19 17:32:00,2019-05-22 09:43:00,2019-05-19 05:45:00,2019-05-22 10:10:00,May 2019,H1,2019-20,MUNDRA,BNKR,T3,191391,B09,LIQUID,PETROLEUM BLACK OIL,F. O.,64.18,76.42,EXPORT,124.07,0.0,0.0,0.0,9.08,2.18,46.39,WEST,10882.0,HANDYSIZE,MUNDRA PORT,PORT OF CHENNAI,KANDLA,PORT OF CHENNAI,MV IMPERATOR
1219,2019-11-23 16:05:00,2019-11-27 05:24:00,2019-11-23 15:20:00,2019-11-27 05:55:00,Nov 2019,H2,2019-20,MUNDRA,BNKR,T3,192964,B09,LIQUID,PETROLEUM BLACK OIL,F. O.,85.32,86.58,EXPORT,299.91,0.0,0.0,0.0,0.0,0.0,84.37,WEST,21557.2,PANAMAX VESSEL,MUNDRA PORT,BY ORDER,MORMUGAO,MAILIAO,MV BBG FANGCHENG
1423,2019-06-19 20:45:00,2019-06-21 13:10:00,2019-06-19 20:00:00,2019-06-21 13:45:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T3,191632,B11,LIQUID,PETROLEUM BLACK OIL,F. O.,40.42,41.75,EXPORT,199.22,0.0,0.0,0.0,0.0,0.0,118.3,WEST,,HANDYSIZE,MUNDRA PORT,,TUTICORIN,SINGAPORE,MV GLOBAL HARMONY
1425,2019-06-21 18:06:00,2019-06-24 19:24:00,2019-06-21 17:24:00,2019-06-24 20:02:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T3,191627,B11,LIQUID,PETROLEUM BLACK OIL,F. O.,73.3,74.63,EXPORT,99.99,0.0,0.0,0.0,0.0,0.0,32.74,WEST,15522.0,HANDY MAX,MUNDRA PORT,YEOSU,MUMBAI PORT,SINGAPORE,MV HINODE MARU
1435,2019-07-14 22:18:00,2019-07-18 00:18:00,2019-07-13 09:06:00,2019-07-18 00:51:00,Jul 2019,H1,2019-20,MUNDRA,BNKR,T3,191817,B11,LIQUID,PETROLEUM BLACK OIL,F. O.,74.0,111.75,EXPORT,149.7,0.0,0.0,0.0,6.58,29.9,48.55,WEST,17181.0,HANDY MAX,MUNDRA PORT,ANYER,MUMBAI PORT,ANYER,MV CRIMSON KNIGHT
1439,2019-07-29 14:20:00,2019-08-04 05:00:00,2019-07-29 13:45:00,2019-08-04 05:30:00,Aug 2019,H1,2019-20,MUNDRA,BNKR,T3,191975,B11,LIQUID,PETROLEUM BLACK OIL,F. O.,134.67,135.75,EXPORT,249.45,0.0,0.0,0.0,0.0,0.0,44.46,WEST,14083.0,HANDY MAX,MUNDRA PORT,BY ORDER,MUNDRA PORT,YEOSU,MV INFINITY  V
1442,2019-08-19 23:10:00,2019-08-23 17:10:00,2019-08-18 21:30:00,2019-08-23 17:37:00,Aug 2019,H1,2019-20,MUNDRA,BNKR,T3,192091,B11,LIQUID,PETROLEUM BLACK OIL,F. O.,90.0,116.12,EXPORT,249.51,0.0,0.0,0.0,1.55,23.5,66.54,WEST,40949.0,HANDY MAX,VANCOURVER,MUNDRA PORT,PORT OF CHITTAGONG,SOHAR,MV AVENTICUM
1444,2019-08-13 22:42:00,2019-08-15 23:45:00,2019-08-13 18:00:00,2019-08-16 00:13:00,Aug 2019,H1,2019-20,MUNDRA,BNKR,T3,192094,B11,LIQUID,PETROLEUM BLACK OIL,F. O.,49.05,54.22,EXPORT,319.82,0.0,0.0,0.0,3.95,0.0,156.49,WEST,50470.0,HANDY MAX,ELAT (EILATH),MUNDRA PORT,ELAT (EILATH),NEW MANGALORE,MV FLAG GANGOS
1473,2019-10-07 22:48:00,2019-10-09 12:42:00,2019-10-07 16:48:00,2019-10-09 13:09:00,Oct 2019,H2,2019-20,MUNDRA,BNKR,T3,192551,B11,LIQUID,PETROLEUM BLACK OIL,F. O.,37.9,44.35,EXPORT,99.2,0.0,0.0,0.0,5.2,0.23,62.82,WEST,55884.0,HANDYSIZE,MUNDRA PORT,BY ORDER,HAZIRA,FUJAIRAH,MV VENUS HALO
1561,2019-07-02 21:10:00,2019-07-08 18:42:00,2019-07-02 19:15:00,2019-07-08 19:09:00,Jul 2019,H1,2019-20,MUNDRA,BNKR,T3,191715,B12,LIQUID,PETROLEUM BLACK OIL,F. O.,141.53,143.9,EXPORT,149.73,0.0,0.0,0.0,0.0,1.0,25.39,WEST,16152.0,HANDY MAX,MUNDRA PORT,VANCOUVER,DAMMAM,SINGAPORE,MV GMB ALCMENE
1659,2019-04-05 21:02:00,2019-04-06 13:00:00,2019-04-05 17:42:00,2019-04-06 13:15:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,T1,190965,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,15.97,19.55,EXPORT,868.371,0.01,0.001,0.0,3.33,0.0,1305.28,WEST,,HANDYSIZE,MUNDRA PORT,VADINAR,KANDLA,BY ORDER,MT AEL II
1660,2019-04-01 19:47:00,2019-04-04 20:18:00,2019-04-01 18:17:00,2019-04-04 20:33:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,T1,190923,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,72.52,74.27,EXPORT,1183.506,0.01,0.001,0.0,0.0,1.5,391.69,WEST,,HANDYSIZE,MUNDRA PORT,MUNDRA PORT,SIKA,BY ORDER,MT AEL II
1661,2019-04-25 02:28:00,2019-04-27 05:35:00,2019-04-25 02:28:00,2019-04-27 05:50:00,Apr 2019,H1,2019-20,MUNDRA,BNKR,T1,191136,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,51.12,51.37,EXPORT,439.885,0.0,0.0,0.0,0.0,0.0,206.53,WEST,,HANDYSIZE,MUNDRA PORT,MUNDRA PORT,SIKA,BY ORDER,MT AEL II
1662,2019-05-04 08:23:00,2019-05-04 20:40:00,2019-05-04 01:00:00,2019-05-04 20:55:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191211,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,12.28,19.92,EXPORT,1628.975,0.02,0.002,0.0,7.38,0.0,3182.8,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,KANDLA,SIKA,MT AEL II
1664,2019-04-28 19:55:00,2019-05-02 04:45:00,2019-04-28 19:40:00,2019-05-02 05:00:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191186,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,80.83,81.33,EXPORT,1198.744,0.01,0.001,0.0,0.0,0.0,355.92,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,KANDLA,SIKA,MT AEL II
1665,2019-05-12 14:17:00,2019-05-18 07:39:00,2019-05-12 08:24:00,2019-05-18 07:55:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191303,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,137.37,143.52,EXPORT,1789.865,0.02,0.002,0.0,4.27,1.6,312.72,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,SIKA,BY ORDER,MT AEL II
1666,2019-05-21 00:07:00,2019-05-21 22:15:00,2019-05-20 23:50:00,2019-05-21 22:30:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191404,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,22.13,22.67,EXPORT,599.824,0.01,0.001,0.0,0.0,0.0,650.41,WEST,,HANDYSIZE,MUNDRA PORT,KANDLA,SIKA,KANDLA,MT AEL II
1667,2019-05-23 11:25:00,2019-05-23 23:45:00,2019-05-23 05:50:00,2019-05-23 23:59:00,May 2019,H1,2019-20,MUNDRA,BNKR,T1,191422,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,12.33,18.15,EXPORT,1498.926,0.01,0.001,0.0,5.58,0.0,2916.83,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,SIKA,BY ORDER,MT AEL II
1668,2019-06-10 16:00:00,2019-06-18 22:22:00,2019-06-10 16:00:00,2019-06-18 22:40:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T1,191556,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,198.37,198.67,EXPORT,1248.109,0.01,0.001,0.0,0.0,0.0,151.01,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,SIKA,BY ORDER,MT AEL II
1669,2019-06-06 23:03:00,2019-06-07 23:55:00,2019-06-06 19:30:00,2019-06-08 00:10:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T1,191538,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,24.87,28.67,EXPORT,1349.124,0.01,0.001,0.0,3.55,0.0,1302.1,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,SIKA,SIKA,MT AEL II
1670,2019-06-21 13:57:00,2019-06-22 03:45:00,2019-06-21 13:57:00,2019-06-22 04:00:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T1,191649,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,13.8,14.05,EXPORT,938.865,0.01,0.001,0.0,0.0,0.0,1632.81,WEST,,HANDYSIZE,MUNDRA PORT,BY ORDER,NAVALAKHI,BY ORDER,MT AEL II
1671,2019-06-25 17:05:00,2019-06-26 02:57:00,2019-06-25 17:05:00,2019-06-26 03:12:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T1,191685,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,9.87,10.12,EXPORT,1258.77,0.01,0.001,0.0,0.0,0.0,3061.87,WEST,,HANDYSIZE,MUNDRA PORT,VADINAR,SIKA,VADINAR,MT AEL II
1672,2019-06-27 06:07:00,2019-06-27 16:34:00,2019-06-27 04:45:00,2019-06-27 16:49:00,Jun 2019,H1,2019-20,MUNDRA,BNKR,T1,191698,BB,LIQUID,PETROLEUM BLACK OIL,F. O.,10.45,12.07,EXPORT,949.163,0.01,0.001,0.0,0.0,1.37,2179.9,WEST,,HANDYSIZE,MUNDRA PORT,SIKA,VADINAR,SIKA,MT AEL II
